Locality;Locality;"COD IBGE";"Life expectancy at birth (2000)";"Life expectancy at birth (2010)";"Infant mortality (2000)";"Infant mortality (2010)";"MHDI (2000)";"MHDI (2010)";"MHDI Income (2000)";"MHDI Income (2010)";"MHDI Longevity (2000)";"MHDI Longevity (2010)";"MHDI Education (2000)";"MHDI Education (2010)";"Years of study expectancy (2000)";"Years of study expectancy (2010)";"Per capita income (2000)";"Per capita income (2010)"
"São Rafael : Condomínio Bosque Imperial II (Salvador , RM Salvador)";HDU;--;75,44;79,26;23,30;9,50;0,802;0,880;0,839;0,867;0,841;0,904;0,732;0,869;10,46;10,83;1482,76;1767,90
"São Rafael : Condomínio Vivenda dos Pássaros / Condomínio Moradas do Campo (Salvador , RM Salvador)";HDU;--;74,24;79,48;26,30;9,30;0,731;0,851;0,747;0,813;0,821;0,908;0,638;0,834;9,95;11,46;832,86;1255,96
"São Rafael : Recanto das Ilhas (Salvador , RM Salvador)";HDU;--;74,14;79,66;26,50;9,30;0,740;0,854;0,745;0,820;0,819;0,911;0,664;0,834;10,24;10,95;822,72;1316,18
"São Rafael / Vale dos Lagos : Chesf / Iat / Dom Bosco (Salvador , RM Salvador)";HDU;--;66,51;72,25;50,40;21,00;0,542;0,690;0,558;0,647;0,692;0,788;0,413;0,643;7,43;9,23;258,47;448,73
"São Rafael : Vila Nova de Pituaçu (Salvador , RM Salvador)";HDU;--;69,58;74,63;39,80;15,90;0,547;0,704;0,623;0,662;0,743;0,827;0,354;0,637;7,41;9,37;385,10;490,92
"Saramandaia (Salvador , RM Salvador)";HDU;--;65,35;69,11;54,80;30,20;0,468;0,611;0,518;0,598;0,673;0,735;0,294;0,518;7,14;8,69;200,73;330,05
"Stella Maris (Salvador , RM Salvador)";HDU;--;76,25;80,67;21,40;7,90;0,820;0,915;0,874;0,940;0,854;0,928;0,740;0,878;11,06;10,98;1840,71;2783,75
"Stiep : Condomínio Nevada (Salvador , RM Salvador)";HDU;--;76,56;80,67;20,70;7,90;0,849;0,915;0,903;0,940;0,859;0,928;0,790;0,878;11,07;10,98;2201,98;2783,75
"Stiep : Lagoa dos Frades (Salvador , RM Salvador)";HDU;--;66,34;70,55;51,10;25,80;0,515;0,642;0,554;0,620;0,689;0,759;0,358;0,562;8,30;8,82;250,66;378,61
"Sussuarana : Conjunto Sussuarana (Salvador , RM Salvador)";HDU;--;71,70;77,41;33,20;11,90;0,662;0,783;0,687;0,747;0,778;0,874;0,542;0,736;9,54;10,91;574,06;833,50
"Sussuarana : Parque Jocélia (Salvador , RM Salvador)";HDU;--;66,83;70,32;49,20;26,40;0,510;0,646;0,567;0,616;0,697;0,755;0,335;0,581;7,32;9,09;273,32;370,70
"Sussuarana : Residencial Vivendas Colonial / Conjunto Parque Sossego (Salvador , RM Salvador)";HDU;--;71,34;76,78;34,30;12,70;0,684;0,770;0,678;0,736;0,772;0,863;0,611;0,719;9,96;9,58;545,29;780,70
"Tororó / Barris : Vale dos Barris (Salvador , RM Salvador)";HDU;--;72,78;77,80;30,20;11,40;0,718;0,791;0,714;0,758;0,796;0,880;0,651;0,741;10,72;10,15;680,73;894,19
"Trobogy / Canabrava : Conjunto Trobogy / Vila dos Flamboyants (Salvador , RM Salvador)";HDU;--;74,93;79,93;24,50;8,80;0,786;0,887;0,794;0,869;0,832;0,916;0,736;0,877;10,61;10,52;1119,37;1780,75
"Trobogy : Vila Dois de Julho (Salvador , RM Salvador)";HDU;--;68,68;74,03;42,70;16,93;0,610;0,705;0,605;0,661;0,728;0,817;0,515;0,649;9,37;9,72;344,25;489,57
"Trobogy : Vila Dois de Julho / Parque Tecnlógico (Salvador , RM Salvador)";HDU;--;69,41;74,01;40,30;16,97;0,616;0,712;0,618;0,659;0,740;0,817;0,511;0,670;8,97;9,12;374,80;482,16
"Uruguai (Salvador , RM Salvador)";HDU;--;68,68;74,03;42,70;16,93;0,610;0,705;0,605;0,661;0,728;0,817;0,515;0,649;9,37;9,72;344,25;489,57
"Uruguai : Alagados (Salvador , RM Salvador)";HDU;--;65,21;68,39;55,40;32,60;0,477;0,608;0,497;0,587;0,670;0,723;0,326;0,529;7,60;8,10;176,67;307,93
"Vale das Pedrinhas / Chapada do Rio Vermelho / Santa Cruz / Nordeste de Amaralina / Pituba (Salvador , RM Salvador)";HDU;--;67,68;71,73;46,20;22,40;0,577;0,682;0,594;0,642;0,711;0,779;0,456;0,635;8,91;9,38;322,32;434,70
"Vale das Pedrinhas / Nordeste de Amaralina / Amaralina (Salvador , RM Salvador)";HDU;--;71,96;76,78;32,50;12,70;0,671;0,770;0,689;0,736;0,783;0,863;0,561;0,719;8,99;9,58;583,92;780,70
"Vale dos Lagos : Condomínio Lagoa Verde (Salvador , RM Salvador)";HDU;--;75,44;79,26;23,30;9,50;0,802;0,880;0,839;0,867;0,841;0,904;0,732;0,869;10,46;10,83;1482,76;1767,90
"Vila Canária : Antigo Cajazeiras Golf Clube (Salvador , RM Salvador)";HDU;--;72,00;77,52;32,40;11,75;0,683;0,799;0,686;0,766;0,783;0,875;0,592;0,760;9,45;10,76;571,25;940,73
"Vila Laura (Salvador , RM Salvador)";HDU;--;75,58;80,38;23,00;8,20;0,814;0,895;0,843;0,896;0,843;0,923;0,760;0,866;10,65;11,20;1517,52;2113,08
"Vila Ruy Barbosa / Jardim Cruzeiro (Salvador , RM Salvador)";HDU;--;71,34;76,72;34,30;12,79;0,684;0,779;0,678;0,733;0,772;0,862;0,611;0,749;9,96;9,39;545,29;767,29
"Vila Ruy Barbosa / Jardim Cruzeiro : Igreja São Jorge (Salvador , RM Salvador)";HDU;--;68,26;72,25;44,20;21,00;0,608;0,690;0,601;0,647;0,721;0,788;0,519;0,643;9,10;9,23;335,83;448,73
"Vitória (Salvador , RM Salvador)";HDU;--;77,56;81,40;18,40;7,00;0,871;0,952;0,982;1,000;0,876;0,940;0,768;0,918;10,88;11,04;3604,04;5656,14
"Centro : Linópolis (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;74,81;78,87;14,90;9,50;0,720;0,811;0,742;0,808;0,830;0,898;0,606;0,736;10,97;10,10;809,38;1221,25
"Centro : Siqueira Campos / Santa Terezinha (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;74,81;78,87;14,90;9,50;0,720;0,811;0,742;0,808;0,830;0,898;0,606;0,736;10,97;10,10;809,38;1221,25
"Cidade Nova (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;72,82;76,55;18,20;12,50;0,706;0,774;0,702;0,734;0,797;0,859;0,630;0,734;11,08;11,47;630,27;768,30
"Cruzeiro do Sul / Rodovia SP 306 (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;68,39;73,19;27,00;17,70;0,585;0,707;0,626;0,678;0,723;0,803;0,443;0,649;9,81;10,73;393,44;543,93
"Dona Regina (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;74,81;78,87;14,90;9,50;0,720;0,811;0,742;0,808;0,830;0,898;0,606;0,736;10,97;10,10;809,38;1221,25
"Furlan / Centro / São Francisco (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;76,01;79,28;13,10;9,00;0,788;0,845;0,805;0,849;0,850;0,905;0,714;0,784;11,33;11,21;1200,30;1578,06
"Jardim Europa (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;71,37;75,30;20,80;14,30;0,642;0,762;0,672;0,716;0,773;0,838;0,510;0,736;10,20;11,22;522,35;686,86
"Laudisse / Olaria (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;72,20;76,79;19,30;12,10;0,661;0,775;0,707;0,739;0,787;0,863;0,518;0,731;9,56;10,76;651,58;793,22
"Mollon (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;72,40;77,13;18,90;11,70;0,682;0,794;0,694;0,751;0,790;0,869;0,578;0,767;10,95;11,82;602,18;853,95
"Orquídeas (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;70,30;75,28;22,90;14,30;0,634;0,756;0,648;0,726;0,755;0,838;0,520;0,709;10,11;11,03;449,86;734,73
"Parque Zabani (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;68,39;73,19;27,00;17,70;0,585;0,707;0,626;0,678;0,723;0,803;0,443;0,649;9,81;10,73;393,44;543,93
"Pérola (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;72,71;75,87;18,40;13,40;0,685;0,775;0,697;0,730;0,795;0,848;0,580;0,753;10,70;10,84;611,20;750,43
"Pérola (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;76,01;79,28;13,10;9,00;0,788;0,845;0,805;0,849;0,850;0,905;0,714;0,784;11,33;11,21;1200,30;1578,06
"Primavera / Panambi (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;76,01;79,28;13,10;9,00;0,788;0,845;0,805;0,849;0,850;0,905;0,714;0,784;11,33;11,21;1200,30;1578,06
"Romano (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;68,39;73,19;27,00;17,70;0,585;0,707;0,626;0,678;0,723;0,803;0,443;0,649;9,81;10,73;393,44;543,93
"Santa Alice / Rural (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;68,39;73,19;27,00;17,70;0,585;0,707;0,626;0,678;0,723;0,803;0,443;0,649;9,81;10,73;393,44;543,93
"Santa Rita / Distrito Industrial (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;71,86;76,79;19,90;12,10;0,635;0,775;0,675;0,739;0,781;0,863;0,486;0,731;9,99;10,76;533,91;793,22
"São Fernando (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;68,39;73,19;27,00;17,70;0,585;0,707;0,626;0,678;0,723;0,803;0,443;0,649;9,81;10,73;393,44;543,93
"Vista Alegre (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;68,39;73,19;27,00;17,70;0,585;0,707;0,626;0,678;0,723;0,803;0,443;0,649;9,81;10,73;393,44;543,93
"Zumbi dos Palmares (Santa Bárbara D'Oeste , RM Campinas)";HDU;--;--;70,06;--;23,60;--;0,643;--;0,629;--;0,751;--;0,563;--;10,16;--;401,13
"Santa Bárbara do Pará (Santa Bárbara do Pará , RM Belém)";HDU;--;65,13;69,00;44,36;29,80;0,505;0,613;0,516;0,575;0,669;0,733;0,372;0,546;8,13;9,17;198,87;287,25
"Santa Branca (Santa Branca , RM Vale do Paraíba e Litoral Norte)";HDU;--;71,26;74,68;21,00;15,20;0,657;0,735;0,680;0,706;0,771;0,828;0,542;0,678;10,53;10,74;549,51;645,59
"Americano (Santa Isabel do Pará , RM Belém)";HDU;--;65,98;68,51;41,30;31,00;0,490;0,600;0,516;0,576;0,683;0,725;0,334;0,518;8,01;9,15;198,72;288,47
"Americano ( Rural ) (Santa Isabel do Pará , RM Belém)";HDU;--;65,98;68,51;41,30;31,00;0,490;0,600;0,516;0,576;0,683;0,725;0,334;0,518;8,01;9,15;198,72;288,47
"Caraparú (Santa Isabel do Pará , RM Belém)";HDU;--;65,98;68,51;41,30;31,00;0,490;0,600;0,516;0,576;0,683;0,725;0,334;0,518;8,01;9,15;198,72;288,47
"Caraparú ( Rural ) (Santa Isabel do Pará , RM Belém)";HDU;--;65,43;68,51;43,10;31,00;0,460;0,600;0,487;0,576;0,674;0,725;0,296;0,518;6,64;9,15;165,41;288,47
"Centro ( Santa Izabel ) (Santa Isabel do Pará , RM Belém)";HDU;--;72,15;77,79;24,50;12,70;0,666;0,792;0,663;0,748;0,786;0,880;0,567;0,756;9,79;11,06;496,33;840,88
"COHAB /Conjunto Jardim da Acácias (Santa Isabel do Pará , RM Belém)";HDU;--;65,98;68,51;41,30;31,00;0,490;0,600;0,516;0,576;0,683;0,725;0,334;0,518;8,01;9,15;198,72;288,47
"Nova Divinéia / Jurunas / Jardim Mirair / Novo Horizonte / Tokyo (Santa Isabel do Pará , RM Belém)";HDU;--;66,88;68,85;38,50;30,20;0,524;0,623;0,539;0,580;0,698;0,731;0,383;0,569;8,41;9,83;229,46;296,38
"Santa Isabel ( Rural ) (Santa Isabel do Pará , RM Belém)";HDU;--;65,43;68,51;43,10;31,00;0,460;0,600;0,487;0,576;0,674;0,725;0,296;0,518;6,64;9,15;165,41;288,47
"Triângulo / Juazeiro (Santa Isabel do Pará , RM Belém)";HDU;--;69,46;73,45;31,10;20,10;0,591;0,714;0,600;0,663;0,741;0,808;0,464;0,680;8,90;10,23;334,49;495,80
"Jaguari : Escola Municipal Bairro Ouro Fino Do / Therezinha de Jesus Siqueira Pimentel Unidade Municipal de Educacao / Escola Municipal Bairro Sao Bento / Jardim Vista Verde (Santa Isabel , RM São Paulo)";HDU;--;72,53;77,53;18,70;11,10;0,671;0,792;0,711;0,741;0,792;0,876;0,536;0,764;10,07;11,77;668,22;805,88
"Jaguari / Santa Isabel : Rodovia Prefeito Joaquim Simão / Rua Maria Batista / Rua Jaguari / Estância Zélia (Santa Isabel , RM São Paulo)";HDU;--;67,05;71,43;30,20;20,90;0,544;0,656;0,596;0,648;0,701;0,774;0,385;0,563;9,06;9,66;326,71;450,39
"Ouro Fino / Pedra Branca (Santa Isabel , RM São Paulo)";HDU;--;66,72;70,98;31,00;21,80;0,508;0,648;0,574;0,645;0,695;0,766;0,328;0,550;8,68;9,34;284,59;441,64
"Ouro Fino / Trecho Dutra / Km 190 : Escola Municipal de Ensino Fundamental do Bairro Bom Retiro / Escola Municipal de Ensino Fundamental João Antônio Mineiro (Santa Isabel , RM São Paulo)";HDU;--;69,65;74,80;24,30;15,00;0,596;0,740;0,607;0,702;0,744;0,830;0,469;0,695;9,99;11,54;348,55;631,98
"Parateí / Monte Negro / Jaguari (Santa Isabel , RM São Paulo)";HDU;--;68,86;71,49;26,00;20,80;0,580;0,699;0,635;0,661;0,731;0,775;0,420;0,667;9,44;10,99;417,33;490,57
"Santa Isabel : Escola Estadual Professora Brasilisia Machado Lobo / Jardim Eldorado (Santa Isabel , RM São Paulo)";HDU;--;68,86;71,49;26,00;20,80;0,580;0,699;0,635;0,661;0,731;0,775;0,420;0,667;9,44;10,99;417,33;490,57
"Santa Isabel : Escola Estadual Professora Laurentina Lorena Correia da Silva / Escola Estadual Hyeróclio Elóy Passoa Barrosef Jardim Eldorado (Santa Isabel , RM São Paulo)";HDU;--;69,65;74,80;24,30;15,00;0,596;0,740;0,607;0,702;0,744;0,830;0,469;0,695;9,99;11,54;348,55;631,98
"Santa Isabel : Escola Estadual Professora Maria Das Graças Salles de Oliveira / Escola Municipal de Educação Infantil Osvaldo Rodrigues da Silva / Nova Santa Isabel (Santa Isabel , RM São Paulo)";HDU;--;68,86;74,80;26,00;15,00;0,580;0,740;0,635;0,702;0,731;0,830;0,420;0,695;9,44;11,54;417,33;631,98
"Santa Isabel : Escola Municipal de Educação Infantil Vila Guilherme / Escola Estadual Fernando Aluísio Correa (Santa Isabel , RM São Paulo)";HDU;--;68,86;71,49;26,00;20,80;0,580;0,699;0,635;0,661;0,731;0,775;0,420;0,667;9,44;10,99;417,33;490,57
"Santa Isabel : Recanto Alpina / Chácaras Reunidas Canadá (Santa Isabel , RM São Paulo)";HDU;--;72,53;77,53;18,70;11,10;0,671;0,792;0,711;0,741;0,792;0,876;0,536;0,764;10,07;11,77;668,22;805,88
"Santa Isabel : Residencial Country Club Santa Isabel / Estância Recreativa Presidente Kennedy (Santa Isabel , RM São Paulo)";HDU;--;75,64;79,32;13,60;8,90;0,761;0,854;0,795;0,849;0,844;0,905;0,658;0,810;11,07;11,12;1127,81;1571,93
"Santa Isabel : Sociedade Musical Viola Dourada Somuvid / Jardim Monte Serrat (Santa Isabel , RM São Paulo)";HDU;--;72,53;77,53;18,70;11,10;0,671;0,792;0,711;0,741;0,792;0,876;0,536;0,764;10,07;11,77;668,22;805,88
"Trecho Dutra / Km 190 (Santa Isabel , RM São Paulo)";HDU;--;68,86;71,49;26,00;20,80;0,580;0,699;0,635;0,661;0,731;0,775;0,420;0,667;9,44;10,99;417,33;490,57
"Município de Santa Luzia do Norte (Santa Luzia do Norte , RM Maceió)";HDU;--;64,18;71,17;46,73;25,80;0,434;0,597;0,495;0,580;0,653;0,770;0,253;0,477;7,22;10,28;174,56;295,95
"Bicas : D. I. 2 / Vila Santa Rita (Santa Luzia , RM Belo Horizonte)";HDU;--;70,21;74,29;28,10;16,40;0,600;0,704;0,610;0,677;0,754;0,822;0,469;0,626;9,74;10,20;355,71;539,82
"Bicas : Monte Carlo / Nossa Senhora das Graças (Santa Luzia , RM Belo Horizonte)";HDU;--;70,06;74,29;28,40;16,40;0,596;0,704;0,609;0,677;0,751;0,822;0,463;0,626;9,51;10,20;353,06;539,82
"Lagoinha de Fora : Pinhões / Taquaraçu de Baixo (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,24;37,54;25,90;0,480;0,620;0,557;0,612;0,696;0,737;0,286;0,528;8,53;9,43;256,50;360,95
"Santa Luzia : Bairro 42 / Bonanza (Santa Luzia , RM Belo Horizonte)";HDU;--;70,06;74,29;28,40;16,40;0,596;0,704;0,609;0,677;0,751;0,822;0,463;0,626;9,51;10,20;353,06;539,82
"Santa Luzia : Barreiro do Amaral / Angu Duro (Santa Luzia , RM Belo Horizonte)";HDU;--;70,06;74,92;28,40;15,40;0,596;0,710;0,609;0,700;0,751;0,832;0,463;0,614;9,51;9,98;353,06;623,86
"Santa Luzia : Centro Histórico expandido (Santa Luzia , RM Belo Horizonte)";HDU;--;74,21;78,32;19,21;10,70;0,697;0,786;0,718;0,771;0,820;0,889;0,576;0,709;10,30;9,90;699,40;972,19
"Santa Luzia : Industrial Americano / Bairro Imperial (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,24;37,54;25,90;0,480;0,620;0,557;0,612;0,696;0,737;0,286;0,528;8,53;9,43;256,50;360,95
"Santa Luzia : Parque Boa Esperança / Kennedy (Santa Luzia , RM Belo Horizonte)";HDU;--;70,21;74,92;28,10;15,40;0,600;0,710;0,610;0,700;0,754;0,832;0,469;0,614;9,74;9,98;355,71;623,86
"Santa Luzia : Santa Matilde / Embra (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,24;37,54;25,90;0,480;0,620;0,557;0,612;0,696;0,737;0,286;0,528;8,53;9,43;256,50;360,95
"São Benedito : Cemitério / Igreja Batista (Santa Luzia , RM Belo Horizonte)";HDU;--;71,15;74,51;25,80;16,10;0,615;0,722;0,632;0,682;0,769;0,825;0,479;0,670;9,75;10,68;408,74;557,22
"São Benedito: Centro Expandido (Santa Luzia , RM Belo Horizonte)";HDU;--;70,75;73,98;26,70;17,00;0,597;0,705;0,617;0,675;0,763;0,816;0,453;0,635;9,56;10,46;371,75;532,65
"Vila Baronesa / Av. Oceania : Entorno Chácara Santa Inês / Gameleira (Santa Luzia , RM Belo Horizonte)";HDU;--;70,06;74,29;28,40;16,40;0,596;0,704;0,609;0,677;0,751;0,822;0,463;0,626;9,51;10,20;353,06;539,82
"Vila Baronesa / Av. Oceania : Vila das Acácias (Santa Luzia , RM Belo Horizonte)";HDU;--;66,40;69,18;38,60;26,00;0,483;0,597;0,534;0,608;0,690;0,736;0,306;0,475;8,45;8,90;221,79;352,34
"Vila Bom Destino : Bom Destino / Zona Rural de Santa Luzia Sul (Santa Luzia , RM Belo Horizonte)";HDU;--;70,06;74,92;28,40;15,40;0,596;0,710;0,609;0,700;0,751;0,832;0,463;0,614;9,51;9,98;353,06;623,86
"Vila Bom Destino : Loteamento Bom Destino (Santa Luzia , RM Belo Horizonte)";HDU;--;66,40;69,18;38,60;26,00;0,483;0,597;0,534;0,608;0,690;0,736;0,306;0,475;8,45;8,90;221,79;352,34
"Vila Bom Destino : Zona Rural de Santa Luzia / Zona Rural de Bom Destino (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,24;37,54;25,90;0,480;0,620;0,557;0,612;0,696;0,737;0,286;0,528;8,53;9,43;256,50;360,95
"Vila das Antenas : Conjunto Cristina (Santa Luzia , RM Belo Horizonte)";HDU;--;72,61;75,63;22,50;14,40;0,672;0,755;0,661;0,715;0,794;0,844;0,578;0,713;10,39;10,67;489,83;683,73
"Vila das Antenas : Conjunto Palmital (Santa Luzia , RM Belo Horizonte)";HDU;--;67,71;70,13;34,70;24,00;0,558;0,641;0,573;0,630;0,712;0,752;0,426;0,556;9,38;10,12;282,49;402,73
"Vila das Antenas : Conjunto Palmital / Av. João Batista Lima / Av. Inácio de Loiola Oliveira (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,18;37,54;26,00;0,480;0,597;0,557;0,608;0,696;0,736;0,286;0,475;8,53;8,90;256,50;352,34
"Vila Ferraz : Morada do Rio / Nossa Senhora das Graças / Frimisa (Santa Luzia , RM Belo Horizonte)";HDU;--;72,91;76,75;21,80;12,80;0,672;0,768;0,670;0,736;0,799;0,863;0,566;0,713;10,42;9,82;517,88;778,27
"Vila Ferraz : Vila dos Dragões (Santa Luzia , RM Belo Horizonte)";HDU;--;--;69,18;--;26,00;--;0,597;--;0,608;--;0,736;--;0,475;--;8,90;--;352,34
"Vila Ferraz : Zona Rural de Santa Luzia / Angu Duro (Santa Luzia , RM Belo Horizonte)";HDU;--;66,40;69,18;38,60;26,00;0,483;0,597;0,534;0,608;0,690;0,736;0,306;0,475;8,45;8,90;221,79;352,34
"Vila Morro Alto : São Cosme (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,18;37,54;26,00;0,480;0,597;0,557;0,608;0,696;0,736;0,286;0,475;8,53;8,90;256,50;352,34
"Vila Nova Esperança : Caldeirão / Nova Conquista (Santa Luzia , RM Belo Horizonte)";HDU;--;66,40;69,18;38,60;26,00;0,483;0,597;0,534;0,608;0,690;0,736;0,306;0,475;8,45;8,90;221,79;352,34
"Vila S. Beatriz / Rua Manoel Macedo : Vila Londrina (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,24;37,54;25,90;0,480;0,620;0,557;0,612;0,696;0,737;0,286;0,528;8,53;9,43;256,50;360,95
"Vila Serra Pelada / Rua Líbano : Vila BaronesaI (Santa Luzia , RM Belo Horizonte)";HDU;--;66,40;69,18;38,60;26,00;0,483;0,597;0,534;0,608;0,690;0,736;0,306;0,475;8,45;8,90;221,79;352,34
"Vila Sesc : Conjunto Palmital / Castanheira / Zona Rural (Santa Luzia , RM Belo Horizonte)";HDU;--;66,40;69,24;38,60;25,90;0,483;0,620;0,534;0,612;0,690;0,737;0,306;0,528;8,45;9,43;221,79;360,95
"Vila União : Belo Vale / Azteca / Baronesa (Santa Luzia , RM Belo Horizonte)";HDU;--;72,91;75,39;21,80;14,70;0,672;0,756;0,670;0,706;0,799;0,840;0,566;0,730;10,42;10,94;517,88;647,57
"Vila União : Vila Baronesa II (Santa Luzia , RM Belo Horizonte)";HDU;--;66,76;69,24;37,54;25,90;0,480;0,620;0,557;0,612;0,696;0,737;0,286;0,528;8,53;9,43;256,50;360,95
"Alphaville Santana / Chácara Das Garças (Santana de Parnaíba , RM São Paulo)";HDU;--;77,88;81,68;10,50;6,40;0,899;0,952;0,978;1,000;0,881;0,945;0,842;0,914;11,03;12,00;3515,81;5338,88
"APA Tietê Santana de Parnaíba / Cidade São Pedro / Serra do Voturuna (Santana de Parnaíba , RM São Paulo)";HDU;--;68,66;71,36;26,40;21,00;0,564;0,689;0,630;0,661;0,728;0,773;0,391;0,639;8,58;9,80;402,61;488,04
"Chácara Das Garças : Escola Municipal de Educação Infantil Sete Anões / Escola Municipal de Ensino Fundamental e Ensino Médio Vereador Reinaldo Ascêncio Santos Ferreira / Escola Municipal de Ensino Fundamental Padre Anacleto de Camargo (Santana de Parnaíba , RM São Paulo)";HDU;--;70,42;73,82;22,70;16,60;0,653;0,751;0,658;0,685;0,757;0,814;0,559;0,759;10,15;10,73;479,16;567,78
"Coruruquara : Condomínio Residencial Morada dos Pinheiros (Santana de Parnaíba , RM São Paulo)";HDU;--;77,88;81,68;10,50;6,40;0,899;0,952;0,978;1,000;0,881;0,945;0,842;0,914;11,03;12,00;3515,81;5338,88
"Coruruquara / Serra do Voturuna (Santana de Parnaíba , RM São Paulo)";HDU;--;73,15;78,05;17,60;10,50;0,690;0,799;0,729;0,758;0,803;0,884;0,561;0,761;10,06;11,27;747,89;892,90
"Santana de Parnaíba (Santana de Parnaíba , RM São Paulo)";HDU;--;71,46;75,36;20,70;14,20;0,617;0,716;0,669;0,700;0,774;0,839;0,454;0,624;9,58;9,33;513,59;624,35
"Santana de Parnaíba : Colegio Municipal Governador Mario Covas Junior (Santana de Parnaíba , RM São Paulo)";HDU;--;76,59;79,90;12,30;8,30;0,793;0,880;0,850;0,894;0,860;0,915;0,682;0,832;11,01;11,77;1585,34;2089,75
"Santana de Parnaíba : Escola municipal de ensino fundamental e médio Professora Alba de Mello Bonilha / Escola Municipal de Educação Infantil e Ensino Fundamental Professor João Sant’Anna / Escola Municipal de Ensino Fundamental Professora Benedita Odette de Morais Savoia / Escola Municipal de Educação Infantil Ayrton Senna da Silva / Escola municipal de ensino fundamental e médio Monteiro Lobato (Santana de Parnaíba , RM São Paulo)";HDU;--;71,46;75,36;20,70;14,20;0,617;0,716;0,669;0,700;0,774;0,839;0,454;0,624;9,58;9,33;513,59;624,35
"Santana de Parnaíba : Escola Municipal de Ensino Fundamental Tenente General Gaspar de Godói Colaço / Escola Municipal de Ensino Fundamental e Ensino Médio Professora Ruth de Azevedo Silva Rodrigues / Escola Municipal de Educação Infantil Curumim 2 / Escola Municipal de Ensino Fundamental Professora Ermelinda Gianni Teixeira (Santana de Parnaíba , RM São Paulo)";HDU;--;76,02;79,32;13,10;8,90;0,776;0,854;0,812;0,849;0,850;0,905;0,676;0,810;10,67;11,12;1250,62;1571,93
"Amoritas (Santo André , RM São Paulo)";HDU;--;66,72;72,37;31,00;19,10;0,508;0,699;0,574;0,658;0,695;0,790;0,328;0,656;8,68;9,74;284,59;478,85
"Campestre / Santa Maria (Santo André , RM São Paulo)";HDU;--;76,64;79,95;12,20;8,20;0,832;0,900;0,854;0,897;0,861;0,916;0,782;0,888;11,48;12,82;1630,21;2123,47
"Capuava (Santo André , RM São Paulo)";HDU;--;67,68;69,80;28,70;24,20;0,564;0,660;0,612;0,639;0,711;0,747;0,412;0,602;8,99;8,99;359,53;425,60
"Cata Preta (Santo André , RM São Paulo)";HDU;--;67,68;72,37;28,70;19,10;0,564;0,699;0,612;0,658;0,711;0,790;0,412;0,656;8,99;9,74;359,53;478,85
"Centro Santo André (Santo André , RM São Paulo)";HDU;--;76,98;79,95;11,70;8,20;0,836;0,900;0,870;0,897;0,866;0,916;0,776;0,888;11,50;12,82;1799,72;2123,47
"Chácara Baronesa / Haras (Santo André , RM São Paulo)";HDU;--;67,68;69,80;28,70;24,20;0,564;0,660;0,612;0,639;0,711;0,747;0,412;0,602;8,99;8,99;359,53;425,60
"Espírito Santo II (Santo André , RM São Paulo)";HDU;--;67,68;72,37;28,70;19,10;0,564;0,699;0,612;0,658;0,711;0,790;0,412;0,656;8,99;9,74;359,53;478,85
"Estância Rio Grande / Jardim Joaquim Eugênio de Lima / Parque Rio Grande / Acampamento Anchieta / Jardim Guaripocaba / Parque América / Campo Grande (Santo André , RM São Paulo)";HDU;--;66,72;69,80;31,00;24,20;0,508;0,660;0,574;0,639;0,695;0,747;0,328;0,602;8,68;8,99;284,59;425,60
"Fazenda Dos Tecos / Parque Represa Billings II / Recreio da Borda do Campo (Santo André , RM São Paulo)";HDU;--;69,86;74,56;23,80;15,40;0,608;0,755;0,634;0,704;0,748;0,826;0,473;0,741;9,83;11,46;413,86;639,90
"Gamboa (Santo André , RM São Paulo)";HDU;--;66,72;71,31;31,00;21,10;0,508;0,684;0,574;0,654;0,695;0,772;0,328;0,634;8,68;10,66;284,59;467,63
